sentence,emotion
i am wide awake at am feeling numb and broken,sad
i dread having to deal with bank teller kind of people i feel so loved to have much more of this in our lives,love
i met a group of people that made me feel welcomed and comfortable to get in the middle of things,joy
i am feeling up to it and really adventurous i may walk to the lirr station and hop on a train in manhattan in nyc to go shopping there and to stop at st,joy
i feel a little weepy right now,sad
i remember the many many times i read his comments and i would laugh so hard i feel as if i damaged some internal body part,sad
i feel very honored to have been nominated for this award times since i was first nominated back in september,joy
i could feel the most delicate of things all lace and frill,love
ive had those words and have been feeling a bit frustrated with my lack of figuring out the more,anger
i will fight vociferously for their right to say what they want to say their first amendment right to free speech but i will not stand idle if i feel people especially vulnerable populations are being treated in a way that could have detrimental effects for a lifetime said del,fear
i feel like i m a lame and want to change,sad
i mean it didnt feel like one it felt like a casual outing just meeting up to catch up and all,joy
im pleased with how this product works it seemed to make short work of my make up and feels lovely on my skin,love
i feel hot in it its not that kind of dress but like at any moment i may ignite because its that polyester,love
i grew to feel numb shutting out everyone that tried to help,sad
i cant at least say goodnight i feel agitated,anger
i could feel how much my body hated me at mile,sad
i feel a bit gloomy this time of year as i wait for the days to lengthen,sad
i feel it puts too much pressure on myself and keeps me from focusing on my music and enjoying the life i have as not so glamorous as it may seem,joy
